text,aspect,sentiment
The location and ambience is Ok but the food is what makes up for it.,food quality,1
The lunch special is an asbolute steal.,food quality,1
"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",support attitude,0
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,support attitude,0
The menu choices are similar but the taste lacked more flavor than it looked.,food quality,0
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",food quality,1
The menu is limited but almost all of the dishes are excellent.,food quality,1
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",support attitude,0
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,food quality,0
"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",support attitude,0
The noodle and rices dishes taste great.,food quality,1
The octopus eaters were floored by the Octopus salad.,food quality,1
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",support attitude,0
The only fallback on this restaurant is the prices.,pricing value,0
The only friendly staff member was the guy at the bar.,support attitude,1
"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",support attitude,1
The only problem is that the manager is a complete incompetent.,support attitude,0
The only thing more wonderful than the food (which is exceptional) is the service.,food quality,1
The only thing the waiters don't do for you is wipe your chin when you leave.,support attitude,1
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",support attitude,0
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",pricing value,0
"The overall price tag was very very expensive, something I did expect.",pricing value,0
The owner and staff are all Japanese as well and that adds to the entire ambiance.,support attitude,1
The owner truly caters to all your needs.,support attitude,1
The owners and employees are friendly and their pizza is fantastic.,support attitude,1
The owners and employees are friendly and their pizza is fantastic.,food quality,1
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food quality,1
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",food quality,1
The pizza here is delicious.,food quality,1
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",food quality,1
The pizza is delicious and the proprietor is one of the nicest in NYC.,food quality,1
The pizza is good though.,food quality,1
The pizza is overpriced and soggy.,food quality,0
The pizza is the best if you like thin crusted pizza.,food quality,1
The pizza is yummy and I like the atmoshpere.,food quality,1
The pizza is yummy and I like the atmoshpere.,app performance,1
The pizza was pretty good and huge.,food quality,1
The pizza was really good.,food quality,1
The place is small and cramped but the food is fantastic.,food quality,1
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,food quality,0
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",food quality,0
"The portion sizes here are huge, and the sushi is good.",food quality,1
The portions are large and the servers always surprise us with a different starter.,support attitude,1
The portions are small but being that the food was so good makes up for that.,food quality,1
The price is reasonable although the service is poor.,pricing value,1
